,score,srcIP,dstIP,max_local,min_local
74,2.982688722873556e-17,192.168.31.252,192.168.224.81,2.982688722873556e-17,2.982688722873556e-17
75,1.117932906740609e-17,192.168.193.135,192.168.248.180,1.0061396160665481e-16,0.0
76,0.0,91.189.91.48,192.168.224.86,0.0,0.0
77,0.0,35.166.186.43,192.168.248.247,,
78,0.0,34.107.243.93,192.168.224.78,0.0,0.0
79,0.0,192.168.51.230,192.168.224.110,,
80,0.0,192.168.50.155,192.168.224.110,,
81,0.0,192.168.47.96,192.168.238.20,,
82,0.0,192.168.43.54,192.168.226.215,,
83,0.0,192.168.42.200,192.168.243.211,,
84,0.0,192.168.41.170,192.168.243.211,,
85,0.0,192.168.34.128,192.168.226.215,,
86,0.0,192.168.31.235,192.168.226.215,,
87,0.0,192.168.28.201,192.168.224.110,,
88,0.0,192.168.22.77,192.168.239.105,,
89,0.0,192.168.22.77,192.168.238.20,,
90,0.0,192.168.21.241,192.168.238.20,,
91,0.0,192.168.194.80,192.168.226.215,,
92,0.0,192.168.193.6,192.168.224.81,,
93,0.0,192.168.193.6,192.168.224.76,,
94,0.0,192.168.193.254,192.168.224.76,,
95,0.0,192.168.193.243,192.168.224.74,,
96,0.0,192.168.193.141,192.168.224.110,,
97,0.0,192.168.193.103,192.168.238.20,,
98,0.0,192.168.192.205,192.168.243.211,,
99,0.0,192.168.18.25,192.168.243.211,0.0,0.0
100,0.0,192.168.16.3,192.168.224.82,,
101,0.0,192.168.16.3,192.168.224.76,,
102,0.0,192.168.16.208,192.168.224.82,0.0,0.0
103,0.0,192.168.138.5,192.168.224.110,,
104,0.0,192.168.112.187,192.168.226.215,,
,score,srcIP,dstIP,max_local,min_local
0,0.607828136138933,192.168.192.192,192.168.226.215,0.607828136138933,0.607828136138933
1,0.45339575203638627,141.94.96.195,192.168.224.86,0.9067894131185278,2.090954244712429e-06
2,0.4533947199121839,192.168.224.86,141.94.96.195,0.9067894131185278,2.6705839932516107e-08
3,0.44332494307914533,192.168.16.154,192.168.243.211,0.8866498740554162,1.2102874427679361e-08
4,0.42207347085875413,192.168.41.97,192.168.224.110,0.8441469311972486,1.0520259709948709e-08
5,0.3626272317092773,192.168.224.86,144.48.81.150,0.7252544634185546,5.367686971231192e-17
6,0.36051511508377143,144.48.81.150,192.168.224.86,0.7210302301675429,0.7210302301675429
7,0.1570365672772155,192.168.224.86,148.251.51.34,0.314073134554431,0.314073134554431
8,0.15049019346393744,148.251.51.34,192.168.224.86,0.30098038692787465,2.1470747884924768e-16
9,0.10506354503136342,192.168.1.99,192.168.224.110,0.20938547372988048,0.0007416163328463648
10,0.0014411084840016298,192.168.18.25,192.168.238.20,0.0028822169680032595,0.0
11,0.0012106709659439772,192.168.30.202,192.168.226.215,0.0024213419318879544,0.0
12,0.0003800137271072981,192.168.18.113,192.168.224.110,0.0007600274542145962,0.0
13,0.0002596888286700136,192.168.192.192,192.168.224.110,0.0005193776573400271,0.0
14,0.00025291853825517283,192.168.192.192,192.168.243.211,0.0005058370765103457,0.0
15,0.0002398036471224045,192.168.16.58,192.168.224.110,0.000479607294244809,0.0
16,0.00019269080349499634,192.168.40.246,192.168.226.215,0.0003853816069899927,0.0
17,0.00013218910517009296,192.168.193.208,192.168.248.217,0.0002643782103401859,0.0
18,0.00012442254671518355,192.168.33.144,192.168.243.211,0.0002488450934303671,0.0
19,9.692655289725925e-05,192.168.194.68,192.168.239.15,0.0001938531057945185,0.0
20,8.799723947550758e-05,192.168.241.184,192.168.243.211,0.00017599447895101517,0.0
21,7.70777703641398e-05,192.168.17.12,192.168.238.20,0.0001541555407282796,0.0
22,7.164633078036222e-05,192.168.224.86,91.189.91.48,0.00014329266156072444,0.0
23,4.373962453971621e-05,192.168.50.224,192.168.224.110,8.747924907943242e-05,0.0
24,3.613504276718297e-05,192.168.193.16,192.168.224.110,7.227008553436594e-05,0.0
25,2.9628119732381885e-05,192.168.19.187,192.168.224.110,5.925623946476377e-05,0.0
26,2.8447399461175865e-05,192.168.50.40,192.168.224.110,5.689479892235173e-05,0.0
27,2.0293310140965007e-05,192.168.50.120,192.168.224.110,4.0586620281930014e-05,0.0
28,8.631045548264009e-06,192.168.19.0,192.168.238.20,1.7262091096528018e-05,0.0
29,5.601696822023762e-06,192.168.24.169,192.168.238.20,1.1203393644047523e-05,0.0
30,2.070837447646115e-06,192.168.194.32,192.168.224.110,4.14167489529223e-06,0.0
31,8.409971808156209e-07,192.168.192.57,192.168.243.211,1.6819943616312417e-06,0.0
32,4.1574864831009476e-07,192.168.192.121,192.168.243.211,8.314972966201895e-07,0.0
33,9.287693828511885e-10,192.168.21.241,192.168.224.110,1.857538765702377e-09,0.0
34,1.3008917614629552e-15,35.166.186.43,192.168.248.247,2.6017835229259103e-15,0.0
35,1.279556171163637e-15,192.168.42.47,192.168.224.110,2.559112342327274e-15,0.0
36,2.8035544900099613e-16,192.168.16.139,192.168.224.76,5.607108980019923e-16,0.0
37,1.5292115400054328e-16,192.168.18.93,192.168.224.76,3.0584230800108655e-16,0.0
38,2.7128058253884262e-17,91.189.91.48,192.168.224.86,5.4256116507768524e-17,0.0
39,1.8825520852339613e-17,34.107.243.93,192.168.251.136,3.7651041704679226e-17,0.0
40,3.8616453030440744e-18,192.168.193.149,192.168.224.76,7.723290606088149e-18,0.0
41,0.0,34.107.243.93,192.168.224.78,0.0,0.0
42,0.0,192.168.51.243,192.168.224.110,0.0,0.0
43,0.0,192.168.44.253,192.168.224.74,0.0,0.0
44,0.0,192.168.16.245,192.168.224.82,0.0,0.0
